control_date,event_count,candidate_universe_id,candidate_symbol_count,candidate_symbols,source_repository,source_revision,source_blob_sha,source_kind,admissibility_status,blocking_reason
2013-04-01,1,retrospective-samplefirms:2013-04-01,6,CALM|FSI|IDSA|LWAY|MBND|SORL,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-04-18,1,retrospective-samplefirms:2013-04-18,59,ACTG|ADS|AN|APH|ASBC|BAX|BBT|BGS|BTU|CBST|CE|CHE|CMG|COBZ|COF|CPHD|CY|DHR|ETFC|FCS|FCX|FFIN|FITB|FMFC|FWRD|HUBG|HWAY|IBM|IIIN|KEY|MNRK|MS|MSFT|NUE|OMC|OSTK|PBCT|PENN|PEP|PGI|PPG|PVTB|RBCAA|RMBS|SHW|SNA|SON|SXT|TZOO|UBNK|UNH|UNP|UTEK|VMI|VZ|WAL|WCC|WERN|WSO,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-04-23,4,retrospective-samplefirms:2013-04-23,93,AAPL|ABCB|ACI|ACW|AKS|AMAG|AMGN|AMSG|AOS|APD|ASTE|AXE|BCR|BRCM|CBU|CHCO|CIT|CNC|COH|CPLA|CREE|CTS|DAL|DD|DFS|DHX|DV|EAT|ETH|EXAC|FBC|FCF|FMER|FNB|FRX|FTI|GCI|GSBC|HA|HBI|HVB|IDXX|IRBT|ITC|ITW|JCI|JNS|LCC|LECO|LMT|LXK|MLI|MOLXA|NFX|NSC|OII|OMI|PCAR|PEBO|PII|PLCM|PULB|R|RAI|RCKY|RF|RFMD|RHI|RSH|SAH|SBNY|SFG|SHBI|SMCI|SNV|SPNC|STBA|T|TMK|TRMK|TSS|TWIN|UBSH|UIS|UMBF|USNA|UTX|WAT|WDR|WRB|XRX|YUM|ZIXI,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-04-24,4,retrospective-samplefirms:2013-04-24,128,ABG|AEGN|AFL|AIZ|AKAM|ALGT|ARRS|ASGN|ATI|AVY|BA|BAS|BKU|BRKL|BYD|BYI|CAKE|CAP|CFR|CLF|CLGX|CLW|CNO|COG|COHR|COLB|CROX|CSL|CTXS|CVGI|CWEI|DPS|EQIX|ESSA|EVR|F|FFIV|FICO|FIO|FMNB|FOE|FORR|GD|GGG|GLW|GRA|HFWA|HRC|ICON|ISH|ITMN|JAH|KEX|KNX|LLY|LSI|MKTX|MORN|MPX|MSA|MSI|MYE|NEU|NOC|NYCB|OC|ORRF|OSIS|PACR|PB|PCBK|PCS|PG|PMTC|PPBI|PX|QCOM|RES|RIMG|ROK|ROL|RYL|S|SCI|SIGI|SJW|SLAB|SLGN|SO|SRCL|SUSQ|SVU|SYA|SYBT|SYMM|TAL|TBBK|TBI|TDY|TER|TEX|TILE|TKR|TMO|TQNT|TROW|TSCO|TUP|TWI|TYL|UFI|USG|UTL|VAR|VLY|VMED|VPFG|WAB|WDC|WHR|WIRE|WLL|WLP|WM|WSBC|WYN|XLNX|XNPT,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-04-25,10,retrospective-samplefirms:2013-04-25,180,AAN|ABAX|ABC|ALK|ALTR|ALXN|AME|AMKR|AMZN|ATR|AVT|BBNK|BCO|BHE|BIIB|BLC|BLL|BMS|BMY|BSX|BWA|CAB|CAM|CB|CBG|CCE|CELG|CEMP|CGI|CINF|CL|CLUB|CMS|CNX|COLM|COP|CPSI|CRI|CRR|CRS|CRUS|CSH|CSTR|CTCT|D|DAN|DDE|DECK|DEST|DGII|DLA|DLB|DLX|DNKN|DO|DRC|DST|DWCH|ELY|EME|EQT|ESI|ETR|EXPE|FAF|FET|FII|GB|GFIG|GMT|GPK|GTI|HBOS|HERO|HITT|HLS|HOG|HSY|HTBK|HURN|HZO|IBKC|IGT|IM|INAP|INDB|IVC|JBLU|KBR|KEG|KLAC|KMT|LANC|LAWS|LBY|LEA|LEG|LLL|LSTR|LTM|LUV|LVLT|MCRS|MDP|MHO|MJN|MMM|MO|MOH|MSCC|MTRN|MXIM|N|NAFC|NATI|NBL|NCI|NR|NTCT|NTGR|NWE|NYT|ODFL|OLN|ORI|OXY|PATK|PFBX|PFG|PHM|PKI|PMCS|PRLB|PTEN|PXLW|REV|RGA|ROCM|RRC|RS|RSG|RSYS|RTIX|RTN|SBCF|SBUX|SCG|SCSC|SFE|SIAL|SIVB|SNMX|SOFO|SPN|SWK|SWKS|SXC|SYNA|TLAB|TMS|TRS|TSRA|TWC|UACL|UAL|UBSI|UFS|UHS|UPS|UTHR|VAC|VCI|VDSI|VIVO|WBSN|WOOF|WRLD|WYNN|XOM|ZMH,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-05-06,1,retrospective-samplefirms:2013-05-06,55,ALNY|APO|ARRY|ART|BPI|BRY|CCC|CECO|CKEC|CSU|CUI|DCO|EOG|FRNK|FRP|FSLR|FSS|FST|FTR|GDP|GTE|GWAY|HOLX|HTH|IILG|ININ|JMP|LBTYA|LDR|LXU|MATX|MINI|MPO|NLS|NMFC|NOG|PIKE|PL|PLNR|PNM|PRA|REN|SAFT|SGY|SKH|SMG|SNTS|SSP|TAXI|TWTC|USAK|WLK|WMS|Y|ZINC,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-05-07,3,retrospective-samplefirms:2013-05-07,115,ACAD|ACM|AFAM|AKRX|ANDE|ARAY|ARB|ARIA|ARTC|ARTNA|AXLL|BCRX|BLT|BWC|CCOI|CCRN|CDXS|CHRW|CHTR|CKP|CLMS|CLVS|CNK|COKE|CQB|CSV|CVU|CXPO|DFZ|DIS|DISCA|DMD|DSCO|DTV|DVA|DWRE|DWSN|EA|EMR|EPM|ESIO|ESSX|EXEL|FE|FNGN|FTEK|FURX|FXCM|GAIA|GBL|GCA|GEVA|GLDD|GNE|HCKT|HFC|HSIC|IFF|INFI|KERX|KS|KW|LNCE|LOPE|LYV|MCK|MDLZ|MNTG|NNBR|NRG|NSM|NTLS|NVTL|OAS|OME|OMX|ONE|ORA|OSIR|PLT|POWL|PQ|PRI|PRIM|PTRY|PZZA|QUAD|RBCN|RIGL|RLH|SCMP|SD|SGEN|SGMS|SHOO|SLH|SN|SPA|SRDX|SWS|TA|TAST|TDG|THRM|TRGT|TW|UNT|URS|VCLK|VPG|VSI|WBMD|WMB|WTI|XEC,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-05-08,1,retrospective-samplefirms:2013-05-08,79,ACRX|AFG|ALE|AOL|APP|ARQL|ATRS|ATSG|ATVI|AUMN|AVNR|BANC|BIOS|CECE|CENT|CF|CLNE|CLR|CTL|CTSH|CVO|DEPO|DK|EIG|ETM|FLL|FOR|GCOM|GKNT|GMCR|GNMK|GRPN|HALO|HE|HEK|IL|IPAR|JCOM|JOE|KOPN|LCI|LGND|LINTA|LIOX|LPSN|LVB|MED|MFB|MIDD|MM|MNTX|MTDR|NAVB|NEON|NP|NWS|NXST|OREX|PCRX|PHMD|PIP|POWR|POZN|PRSC|RAX|RST|SGMO|SKYW|SPAR|SUSS|SZYM|TESS|TRAK|TTGT|TTI|TUMI|WD|WEN|WG,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-07-23,4,retrospective-samplefirms:2013-07-23,84,AAPL|ABG|AKS|ALGT|ALTR|AMSG|APD|ASTE|AVY|AXE|BCR|BEAV|BRCM|BTU|CBU|CHCO|CIT|CNC|CPLA|CPWR|CSL|DD|DFS|DPZ|EA|EVBS|EXAC|EXAS|FBC|FCX|FMER|FNB|FRX|FTI|FUBC|GSBC|HA|HFWA|HVB|IBKC|IDXX|IGT|ILMN|IRBT|ITW|KFN|LMT|LXK|MLI|MO|MTG|NEOG|NSC|PCAR|PEBO|PENN|PII|PLCM|PPBI|R|RCKY|RF|RFMD|RHI|RSH|SAH|SBNY|SFG|SIAL|STBA|T|TCB|TRMK|TSS|UIS|UMBF|UPS|USNA|UTX|VPFG|WAT|WEN|WSBC|ZIXI,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-09-19,1,retrospective-samplefirms:2013-09-19,7,CAG|CTAS|IHS|MCS|PIR|RAD|SCHL,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-10-17,2,retrospective-samplefirms:2013-10-17,55,ACTG|ADS|APH|ASBC|BANF|BAX|BBNK|BBT|BGG|BGS|BPFH|BTU|CMG|COBZ|COF|CPHD|CY|DGX|DHR|DOV|FCS|FFIN|FITB|FNB|GHL|GS|HBAN|HBNC|HUBG|IIIN|MBFI|MTB|NTCT|NUE|PBCT|PENN|PPG|PVTB|RMBS|SNA|SON|SVU|SXT|TZOO|UBNK|UNH|UNP|USAK|UTEK|VMI|VZ|WAL|WDFC|WERN|WGO,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-10-21,2,retrospective-samplefirms:2013-10-21,37,ABCB|ANCX|AOS|BMRC|BSRR|BXS|CATY|CTG|DFS|FIBK|FUBC|FWRD|GCI|HAL|HAS|HLX|HSTM|HXL|IEX|ILMN|ITW|LII|MAN|MCD|MFSF|NFLX|NVR|RCII|SCL|SONC|SYMM|TXN|UCTT|VFC|WASH|WRB|ZION,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2013-10-22,2,retrospective-samplefirms:2013-10-22,69,ABAX|ABG|AKS|ALTR|AMGN|AMSG|APOL|AXE|BCR|BKU|BRCM|CBST|CBU|CIT|CLMS|CNC|COH|CPLA|CREE|CSL|DAL|DD|DTLK|DYAX|EXAC|FBC|FCX|FMER|FRX|FTI|GSBC|HA|HOG|HVB|IBKC|IDXX|IRBT|KMB|LMT|LXK|MHFI|MLI|NUS|PEBO|PII|R|RAI|RF|RFMD|RHI|RSH|SBNY|SFG|SIAL|SMCI|SNV|STT|TRMK|TSS|TWIN|UIS|UMBF|USNA|UTX|VPFG|WAT|WHR|WSBC|ZIXI,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2014-12-10,1,retrospective-samplefirms:2014-12-10,13,AVNR|CASY|CHKE|CMN|CMTL|COST|MILL|MW|PPHM|RH|SIGM|SURG|TITN,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2014-12-15,1,retrospective-samplefirms:2014-12-15,3,LBMH|PAY|WG,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-01-20,1,retrospective-samplefirms:2015-01-20,14,AMD|BHI|BSRR|DAL|FULT|IGTE|JNJ|MBWM|MTB|MTG|NFLX|OMN|RNST|UFI,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-01-21,2,retrospective-samplefirms:2015-01-21,8,BGG|BXS|CATY|CNS|FCCO|OSBC|PCBK|XLNX,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-01-22,3,retrospective-samplefirms:2015-01-22,27,ALK|ALTR|AMRB|ASB|BANF|BBT|CODE|COF|CY|FBC|FFIN|FII|FNB|INFN|JCI|KEY|KLAC|LUV|MSCC|MXIM|ORI|SIVB|UAL|UNP|UPI|VZ|WBS,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-01-27,2,retrospective-samplefirms:2015-01-27,37,AAL|AKS|AMGN|AOS|ARAY|BTU|CAT|CLMS|CUBI|DCOM|DD|DHR|DOV|FMER|FTK|HBCP|IGT|ISCA|ISSI|JNPR|LMT|LTXB|LXK|MSL|NEE|NUE|PEBO|POL|SBCF|STBA|STL|TDG|UBNK|VMW|WDC|WSBC|X,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-01-28,3,retrospective-samplefirms:2015-01-28,43,AEP|AF|ALB|ALGT|AME|ATK|BA|BRKL|CAVM|CFR|CGI|CVLT|DWCH|EAT|ENR|EXTR|FB|FCF|FTNT|GD|GHL|HOLX|IBKC|IP|ISIL|KEX|LRCX|LVS|MDC|MDP|MKC|MTOR|PRXL|QCOM|RES|SEIC|SGI|SHOR|STLD|TROW|TSCO|TUP|VAR,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-01-29,3,retrospective-samplefirms:2015-01-29,62,ABT|AIT|ALGN|APD|BRCM|CACB|CAH|CAM|CASH|CB|CMS|COHR|COLB|CPHD|CRR|DECK|DGX|DHX|DST|ELX|ELY|EMC|F|FICO|GSIT|HA|HAE|HLIT|HOG|ISBC|JBLU|KEM|KMT|LANC|LEG|LSTR|LTRX|MBVT|MCHP|MTH|N|NATI|NGVC|NOC|PFPT|PHM|RHI|RTN|SHW|SIGI|SWI|SYNA|TKR|UIS|V|VIA|VIAB|VLO|VLY|VRTS|WCC|ZMH,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-02,3,retrospective-samplefirms:2015-02-02,8,ADVS|APC|CLF|LII|LMNX|MTSC|SLCT|TMK,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-03,1,retrospective-samplefirms:2015-02-03,28,ACI|AFL|AI|AJG|AN|ARRY|ATW|BHE|CNC|EW|FHCO|GCI|HRC|IACI|JKHY|JLL|LDR|LSCC|MHO|MLI|OCLR|POWL|SC|SPR|TECH|THR|VTSS|WEN,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-04,1,retrospective-samplefirms:2015-02-04,36,ABG|ALL|ARCB|ATML|BKD|BSX|CINF|CLX|CNW|CTSH|CVD|DATA|ENS|EPM|EXAR|FGL|FMC|FORM|FRPH|GM|HAIN|HI|HUBG|IRBT|LG|LVLT|MOD|MSON|PNNT|PRCP|SE|SO|THG|UA|UHAL|WHR,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-05,2,retrospective-samplefirms:2015-02-05,42,ADS|ARCW|ASYS|BLL|BR|BRS|CFN|CHTR|CME|CMI|COTY|ECHO|EGAN|ETR|EXPE|GPI|GPK|INUV|LF|LIOX|MFLX|MTD|MWIV|NUS|OLN|OUTR|PPL|PTEN|RENT|RFP|RSTI|SIRI|SLH|SPF|SYMC|TDC|TPX|TSYS|UEPS|UTI|VMC|YELP,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-10,2,retrospective-samplefirms:2015-02-10,24,AKAM|ALR|ANDE|CNO|CVS|CYNO|DF|FTI|GHDX|GNW|JIVE|MKTO|OMC|PCG|RAI|REGN|RKUS|SGMO|TAP|THOR|TMH|TRMB|VSAT|WYN,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-11,1,retrospective-samplefirms:2015-02-11,31,ABCO|ARMK|BGCP|CJES|CRAY|CRWS|CSCO|CTL|CVA|CVO|EFX|FEYE|HNI|HOS|HSIC|MDLZ|MKL|MOS|NTAP|NVDA|OC|OII|PAG|PEP|PNRA|QDEL|TCX|TSLA|USAK|VOYA|WEC,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-12,6,retrospective-samplefirms:2015-02-12,34,AMRI|ANR|APA|AVP|BIOD|BWA|BYD|CBS|CYTK|DBD|DVA|FAF|FLO|GNC|HE|HSP|JAH|K|KRFT|LNCE|MHFI|NR|NWE|RLGT|RSG|SANW|SCOR|SIAL|SPW|SSTK|THS|TOWR|VG|WD,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-17,5,retrospective-samplefirms:2015-02-17,16,FE|GPC|GT|KAR|LECO|LZB|MASI|MGM|PES|RAX|RBC|VDSI|VMI|WLT|WWW|XEC,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-18,2,retrospective-samplefirms:2015-02-18,22,ARRS|DORM|DUK|EEP|EOG|EPE|FNF|HUN|KEG|MAR|MDCO|NI|OGS|PCYC|REMY|SBGI|SCL|SIX|SNPS|SUNE|THRX|TILE,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-19,2,retrospective-samplefirms:2015-02-19,25,ANIP|BAS|BRCD|CVI|DAN|DMRC|ED|HY|IDA|INAP|MHK|MRC|NBL|NMIH|PCLN|PKD|PWR|RS|SAAS|SCG|SEM|SPN|UACL|VNDA|WST,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-23,5,retrospective-samplefirms:2015-02-23,9,AWI|AXL|AXTI|DEPO|ESRX|LNT|OKE|PDLI|SF,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-25,3,retrospective-samplefirms:2015-02-25,30,AEE|AFAM|AR|AVA|BBG|BSFT|CCOI|CRM|CSV|CWT|DIN|EHTH|ESCA|EV|FARO|ISLE|LB|LL|LOW|MCRI|MDVN|OAS|OREX|STAA|SWX|TEG|TREE|USM|UVE|WDAY,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-02-26,1,retrospective-samplefirms:2015-02-26,42,AMWD|BIO|CHS|CKH|CNP|CYBX|DGI|ECOL|ERIE|EVC|GCAP|GEVA|GOGO|HTWR|ICON|IM|IPCC|ITC|KOP|KWR|LYV|MEG|MTZ|NMBL|NOG|NTLS|OGE|OVTI|PKT|PODD|ROST|SD|SEAS|SHLD|SRE|SRPT|SWN|TASR|UHS|VAC|VC|WAC,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-03-03,1,retrospective-samplefirms:2015-03-03,8,ACY|DKS|INSY|KATE|SWHC|THLD|TIVO|ZLTQ,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-03-10,2,retrospective-samplefirms:2015-03-10,11,CVGI|EOX|ERA|LDR|NCS|NNBR|NWPX|SALM|SGA|SURG|TCPC,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-03-19,2,retrospective-samplefirms:2015-03-19,5,CATO|GMAN|LEN|RALY|VNCE,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-03-25,2,retrospective-samplefirms:2015-03-25,3,DXLG|VRML|WOR,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-03-26,2,retrospective-samplefirms:2015-03-26,3,CMC|NVEE|WGO,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
2015-03-31,1,retrospective-samplefirms:2015-03-31,1,WG,vgreg/hacked_earnings_jfe,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,RETROSPECTIVE_SAMPLE_FIRMS,DEFINITION_ONLY_NOT_POINT_IN_TIME,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME
